;Unnamed: 0;year;school_name;class_name;class_symbol;class_type;class_size;occupation;available_languages;extended_subjects;points_stats_min;points_stats_avg;points_stats_max
122;122;2021;XXXVII Liceum Ogólnokształcące im. Jarosława Dąbrowskiego;[O] ang-pol-wło (ang-wlo);1B;ogólnodostępny;31;;ang,wlo;ang,pol,wło;169,75;172,88;182,30
123;123;2021;XXXVII Liceum Ogólnokształcące im. Jarosława Dąbrowskiego;[O] fiz-inf-mat (ang-wlo);1CW;ogólnodostępny;31;;ang,wlo;fiz,inf,mat;169,20;172,72;183,85
124;124;2021;XXXVII Liceum Ogólnokształcące im. Jarosława Dąbrowskiego;[O] fiz-inf-mat (ang-niem);1CNk;ogólnodostępny;31;;ang,niem;fiz,inf,mat;172,00;175,05;180,15
125;125;2021;XXXVII Liceum Ogólnokształcące im. Jarosława Dąbrowskiego;[O] fiz-inf-mat (ang-niem);1CNp;ogólnodostępny;31;;ang,niem;fiz,inf,mat;170,10;172,40;176,45
126;126;2021;XXXVII Liceum Ogólnokształcące im. Jarosława Dąbrowskiego;[O] fiz-inf-mat (ang-niem);1CNk;ogólnodostępny;31;;ang,niem;fiz,inf,mat;172,00;175,05;180,15
127;127;2021;XXXVII Liceum Ogólnokształcące im. Jarosława Dąbrowskiego;[O] fiz-inf-mat (ang-niem);1CNp;ogólnodostępny;31;;ang,niem;fiz,inf,mat;170,10;172,40;176,45
128;128;2021;XXXVII Liceum Ogólnokształcące im. Jarosława Dąbrowskiego;[O] fiz-inf-mat (ang-ros);1CR;ogólnodostępny;31;;ang,ros;fiz,inf,mat;168,45;172,52;179,20
129;129;2021;XXXVII Liceum Ogólnokształcące im. Jarosława Dąbrowskiego;[O] biol-chem-mat (ang-wlo);1DW;ogólnodostępny;31;;ang,wlo;biol,chem,mat;169,90;171,92;176,55
130;130;2021;XXXVII Liceum Ogólnokształcące im. Jarosława Dąbrowskiego;[O] biol-chem-mat (ang-niem);1DNk;ogólnodostępny;31;;ang,niem;biol,chem,mat;169,35;171,19;173,20
131;131;2021;XXXVII Liceum Ogólnokształcące im. Jarosława Dąbrowskiego;[O] biol-chem-mat (ang-niem);1DNp;ogólnodostępny;31;;ang,niem;biol,chem,mat;167,10;170,04;174,55
132;132;2021;XXXVII Liceum Ogólnokształcące im. Jarosława Dąbrowskiego;[O] biol-chem-mat (ang-niem);1DNk;ogólnodostępny;31;;ang,niem;biol,chem,mat;169,35;171,19;173,20
133;133;2021;XXXVII Liceum Ogólnokształcące im. Jarosława Dąbrowskiego;[O] biol-chem-mat (ang-niem);1DNp;ogólnodostępny;31;;ang,niem;biol,chem,mat;167,10;170,04;174,55
134;134;2021;XXXVII Liceum Ogólnokształcące im. Jarosława Dąbrowskiego;[O] biol-chem-mat (ang-ros);1DR;ogólnodostępny;31;;ang,ros;biol,chem,mat;165,85;168,04;172,05
135;135;2021;XXXVII Liceum Ogólnokształcące im. Jarosława Dąbrowskiego;[O] geogr-mat (ang-wlo);1EW;ogólnodostępny;31;;ang,wlo;geogr,mat;170,95;173,32;177,60
136;136;2021;XXXVII Liceum Ogólnokształcące im. Jarosława Dąbrowskiego;[O] geogr-mat (ang-niem);1ENk;ogólnodostępny;31;;ang,niem;geogr,mat;170,25;171,43;172,60
137;137;2021;XXXVII Liceum Ogólnokształcące im. Jarosława Dąbrowskiego;[O] geogr-mat (ang-niem);1ENp;ogólnodostępny;31;;ang,niem;geogr,mat;170,80;175,82;186,10
138;138;2021;XXXVII Liceum Ogólnokształcące im. Jarosława Dąbrowskiego;[O] geogr-mat (ang-niem);1ENk;ogólnodostępny;31;;ang,niem;geogr,mat;170,25;171,43;172,60
139;139;2021;XXXVII Liceum Ogólnokształcące im. Jarosława Dąbrowskiego;[O] geogr-mat (ang-niem);1ENp;ogólnodostępny;31;;ang,niem;geogr,mat;170,80;175,82;186,10
140;140;2021;XXXVII Liceum Ogólnokształcące im. Jarosława Dąbrowskiego;[O] geogr-mat (ang-ros);1ER;ogólnodostępny;31;;ang,ros;geogr,mat;169,30;170,86;175,10
141;141;2021;XLII Liceum Ogólnokształcące im. Marii Konopnickiej;[O] inf-ang-mat (ang-niem);1A1;ogólnodostępny;32;;ang,niem;inf,ang,mat;147,05;151,65;159,80
142;142;2021;XLII Liceum Ogólnokształcące im. Marii Konopnickiej;[O] inf-ang-mat (ang-hisz);1A2;ogólnodostępny;32;;ang,hisz;inf,ang,mat;153,05;157,05;166,85
143;143;2021;XLII Liceum Ogólnokształcące im. Marii Konopnickiej;[O] hist-pol-wło (ang-wlo*);1B;ogólnodostępny;32;;ang,wlo;hist,pol,wło;132,35;141,32;164,00
144;144;2021;XLII Liceum Ogólnokształcące im. Marii Konopnickiej;[O] biol-chem-ang (ang-hisz);1C1;ogólnodostępny;32;;ang,hisz;biol,chem,ang;147,45;152,72;167,20
145;145;2021;XLII Liceum Ogólnokształcące im. Marii Konopnickiej;[O] biol-chem-ang (ang-fra);1C2;ogólnodostępny;32;;ang,fra;biol,chem,ang;140,60;144,94;152,15
146;146;2021;XLII Liceum Ogólnokształcące im. Marii Konopnickiej;[O] pol-ang-geogr (ang-hisz);1D1;ogólnodostępny;32;;ang,hisz;pol,ang,geogr;151,05;154,03;163,80
147;147;2021;XLII Liceum Ogólnokształcące im. Marii Konopnickiej;[O] pol-ang-geogr (ang-fra);1D2;ogólnodostępny;32;;ang,fra;pol,ang,geogr;137,70;143,05;153,35
148;148;2021;XLII Liceum Ogólnokształcące im. Marii Konopnickiej;[O] mat-geogr-ang (ang-niem*);1E;ogólnodostępny;32;;ang,niem;mat,geogr,ang;147,95;153,54;160,50
149;149;2021;XLIII Liceum Ogólnokształcące im. Kazimierza Wielkiego;[O] biol-chem-ang (ang-fra*);1b-biol-chem/fr.;ogólnodostępny;32;;ang,fra;biol,chem,ang;130,30;136,86;149,15
150;150;2021;XLIII Liceum Ogólnokształcące im. Kazimierza Wielkiego;[O] biol-chem-ang (ang-niem*);1b/biol-chem/niem.;ogólnodostępny;32;;ang,niem;biol,chem,ang;123,85;135,55;161,45
151;151;2021;XLIII Liceum Ogólnokształcące im. Kazimierza Wielkiego;[O] biol-chem-ang (ang-ros*);1b/biol-chem/ros.;ogólnodostępny;32;;ang,ros;biol,chem,ang;121,25;130,06;153,00
152;152;2021;XLIII Liceum Ogólnokształcące im. Kazimierza Wielkiego;[O] hist-ang-wos (ang-niem*);1a-społ-pr/niem.;ogólnodostępny;32;;ang,niem;hist,ang,wos;127,40;136,29;153,80
153;153;2021;XLIII Liceum Ogólnokształcące im. Kazimierza Wielkiego;[O] geogr-ang-wos (ang-niem*);1c-politolog/niem;ogólnodostępny;32;;ang,niem;geogr,ang,wos;131,30;141,36;163,70
154;154;2021;XLIII Liceum Ogólnokształcące im. Kazimierza Wielkiego;[O] geogr-ang-wos (ang-ros*);1c-politolog/ros;ogólnodostępny;32;;ang,ros;geogr,ang,wos;124,65;133,04;153,95
155;155;2021;XLIV Liceum Ogólnokształcące im. Stefana Banacha;[O] fiz-ang-mat (ang-niem);1A1/1E1;ogólnodostępny;32;;ang,niem;fiz,ang,mat;153,15;159,27;173,40
156;156;2021;XLIV Liceum Ogólnokształcące im. Stefana Banacha;[O] fiz-ang-mat (ang-fra);1A2/1E2;ogólnodostępny;32;;ang,fra;fiz,ang,mat;144,20;153,99;181,90
157;157;2021;XLIV Liceum Ogólnokształcące im. Stefana Banacha;[O] biol-chem-ang (ang-niem);1B1;ogólnodostępny;32;;ang,niem;biol,chem,ang;151,70;158,63;173,05
158;158;2021;XLIV Liceum Ogólnokształcące im. Stefana Banacha;[O] biol-chem-ang (ang-fra);1B2;ogólnodostępny;32;;ang,fra;biol,chem,ang;149,65;155,09;167,95
159;159;2021;XLIV Liceum Ogólnokształcące im. Stefana Banacha;[O] geogr-ang-mat (ang-niem);1C1/1F1;ogólnodostępny;32;;ang,niem;geogr,ang,mat;154,95;159,16;170,55
160;160;2021;XLIV Liceum Ogólnokształcące im. Stefana Banacha;[O] geogr-ang-mat (ang-fra);1C2/1F2;ogólnodostępny;32;;ang,fra;geogr,ang,mat;147,15;153,14;166,15
161;161;2021;XLIV Liceum Ogólnokształcące im. Stefana Banacha;[O] hist-wos-ang (ang-niem);1D1;ogólnodostępny;32;;ang,niem;hist,wos,ang;142,60;148,68;161,10
162;162;2021;XLIV Liceum Ogólnokształcące im. Stefana Banacha;[O] hist-wos-ang (ang-fra);1D2;ogólnodostępny;32;;ang,fra;hist,wos,ang;145,30;150,40;155,95
163;163;2021;XLV Liceum Ogólnokształcące im. Romualda Traugutta;[O] biol-chem-ang (ang-niem*);1A;ogólnodostępny;30;;ang,niem;biol,chem,ang;115,55;127,92;159,75
164;164;2021;XLV Liceum Ogólnokształcące im. Romualda Traugutta;[O] pol-wos-ang (ang-ros*);1B;ogólnodostępny;30;;ang,ros;pol,wos,ang;122,75;132,89;165,10
165;165;2021;XLV Liceum Ogólnokształcące im. Romualda Traugutta;[O] ang-geogr (ang-hisz*);1C;ogólnodostępny;30;;ang,hisz;ang,geogr;125,75;135,86;158,15
166;166;2021;XLV Liceum Ogólnokształcące im. Romualda Traugutta;[O] mat-inf-ang (ang-niem*);1D;ogólnodostępny;30;;ang,niem;mat,inf,ang;133,30;143,99;162,20
167;167;2021;XLVI LICEUM OGÓLNOKSZTAŁCĄCE Z ODDZIAŁAMI DWUJĘZYCZNYMI IM. STEFANA CZARNIECKIEGO W WARSZAWIE;[D] hiszp-ang-geogr (hisz-ang);1ahp;dwujęzyczny;4;;hisz,ang;hiszp,ang,geogr;152,90;201,21;229,00
168;168;2021;XLVI LICEUM OGÓLNOKSZTAŁCĄCE Z ODDZIAŁAMI DWUJĘZYCZNYMI IM. STEFANA CZARNIECKIEGO W WARSZAWIE;[D] niem-ang-geogr (niem-ang);1anp;dwujęzyczny;4;;niem,ang;niem,ang,geogr;144,90;144,90;144,90
169;169;2021;XLVI LICEUM OGÓLNOKSZTAŁCĄCE Z ODDZIAŁAMI DWUJĘZYCZNYMI IM. STEFANA CZARNIECKIEGO W WARSZAWIE;[O] biol-obcy-pol (fra*,hisz*,niem*,ros*,wlo*-ang);1bp;ogólnodostępny;32;;fra,hisz,niem,ros,wlo,ang;biol,obcy,pol;131,05;140,86;161,05
170;170;2021;XLVI LICEUM OGÓLNOKSZTAŁCĄCE Z ODDZIAŁAMI DWUJĘZYCZNYMI IM. STEFANA CZARNIECKIEGO W WARSZAWIE;[O] biol-chem-obcy (fra*,hisz*,niem*,ros*,wlo*-ang);1bmp;ogólnodostępny;32;;fra,hisz,niem,ros,wlo,ang;biol,chem,obcy;120,90;139,64;163,90
171;171;2021;XLVI LICEUM OGÓLNOKSZTAŁCĄCE Z ODDZIAŁAMI DWUJĘZYCZNYMI IM. STEFANA CZARNIECKIEGO W WARSZAWIE;[O] hist-obcy-pol (fra*,hisz*,niem*,ros*,wlo*-ang);1cp;ogólnodostępny;32;;fra,hisz,niem,ros,wlo,ang;hist,obcy,pol;125,30;137,33;168,90
172;172;2021;XLVI LICEUM OGÓLNOKSZTAŁCĄCE Z ODDZIAŁAMI DWUJĘZYCZNYMI IM. STEFANA CZARNIECKIEGO W WARSZAWIE;[O] hist-obcy-pol (fra*,hisz*,niem*,ros*,wlo*-ang);1fp;ogólnodostępny;32;;fra,hisz,niem,ros,wlo,ang;hist,obcy,pol;121,60;134,07;168,50
173;173;2021;XLVI LICEUM OGÓLNOKSZTAŁCĄCE Z ODDZIAŁAMI DWUJĘZYCZNYMI IM. STEFANA CZARNIECKIEGO W WARSZAWIE;[O] hist-obcy-pol (fra*,hisz*,niem*,ros*,wlo*-ang);1cp;ogólnodostępny;32;;fra,hisz,niem,ros,wlo,ang;hist,obcy,pol;125,30;137,33;168,90
174;174;2021;XLVI LICEUM OGÓLNOKSZTAŁCĄCE Z ODDZIAŁAMI DWUJĘZYCZNYMI IM. STEFANA CZARNIECKIEGO W WARSZAWIE;[O] hist-obcy-pol (fra*,hisz*,niem*,ros*,wlo*-ang);1fp;ogólnodostępny;32;;fra,hisz,niem,ros,wlo,ang;hist,obcy,pol;121,60;134,07;168,50
175;175;2021;XLVI LICEUM OGÓLNOKSZTAŁCĄCE Z ODDZIAŁAMI DWUJĘZYCZNYMI IM. STEFANA CZARNIECKIEGO W WARSZAWIE;[O] geogr-ang-mat (ang-niem*);1dp;ogólnodostępny;32;;ang,niem;geogr,ang,mat;134,80;144,84;167,80
176;176;2021;XLVI LICEUM OGÓLNOKSZTAŁCĄCE Z ODDZIAŁAMI DWUJĘZYCZNYMI IM. STEFANA CZARNIECKIEGO W WARSZAWIE;[DW] geogr-ang-hiszp (hisz*-ang);0ahp;wstępny;32;;hisz,ang;geogr,ang,hiszp;117,85;183,89;251,90
177;177;2021;XLVII Liceum Ogólnokształcące im. Stanisława Wyspiańskiego;[O] fiz-inf-mat (ang-hisz*,niem*);1A;ogólnodostępny;32;;ang,hisz,niem;fiz,inf,mat;149,20;155,31;168,80
178;178;2021;XLVII Liceum Ogólnokształcące im. Stanisława Wyspiańskiego;[O] ang-pol-wos (ang-hisz*,niem*);1E;ogólnodostępny;32;;ang,hisz,niem;ang,pol,wos;140,45;148,70;165,50
179;179;2021;XLVII Liceum Ogólnokształcące im. Stanisława Wyspiańskiego;[O] geogr-hiszp-wos (hisz*-ang);1D;ogólnodostępny;32;;hisz,ang;geogr,hiszp,wos;132,35;144,95;171,05
180;180;2021;XLVIII LICEUM OGÓLNOKSZTAŁCĄCE IM. EDWARDA DEMBOWSKIEGO W WARSZAWIE;[O] pol-wos (ang-ros*,niem*);1a_wos;ogólnodostępny;32;;ang,ros,niem;pol,wos;142,40;147,06;155,35
181;181;2021;XLVIII LICEUM OGÓLNOKSZTAŁCĄCE IM. EDWARDA DEMBOWSKIEGO W WARSZAWIE;[O] pol-hist (ang-ros*,niem*);1a_his;ogólnodostępny;32;;ang,ros,niem;pol,hist;141,60;148,16;158,30
182;182;2021;XLVIII LICEUM OGÓLNOKSZTAŁCĄCE IM. EDWARDA DEMBOWSKIEGO W WARSZAWIE;[O] biol-chem (ang-ros*,niem*);1b;ogólnodostępny;32;;ang,ros,niem;biol,chem;148,30;156,08;175,00
183;183;2021;XLVIII LICEUM OGÓLNOKSZTAŁCĄCE IM. EDWARDA DEMBOWSKIEGO W WARSZAWIE;[O] geogr-ang (ang-ros*,niem*);1c;ogólnodostępny;32;;ang,ros,niem;geogr,ang;137,30;146,96;174,50
184;184;2021;XLVIII LICEUM OGÓLNOKSZTAŁCĄCE IM. EDWARDA DEMBOWSKIEGO W WARSZAWIE;[O] fiz-inf-mat (ang-ros*,niem*);1d;ogólnodostępny;32;;ang,ros,niem;fiz,inf,mat;156,85;160,42;167,55
185;185;2021;XLVIII LICEUM OGÓLNOKSZTAŁCĄCE IM. EDWARDA DEMBOWSKIEGO W WARSZAWIE;[O] geogr-mat (ang-ros*,niem*);1e;ogólnodostępny;32;;ang,ros,niem;geogr,mat;150,40;156,55;170,40
186;186;2021;XLIX LICEUM OGÓLNOKSZTAŁCĄCE Z ODDZIAŁAMI DWUJĘZYCZNYMI IM. JOHANNA WOLFGANGA GOETHEGO;[O] hist-ang-pol (ang-niem*);1a;ogólnodostępny;32;;ang,niem;hist,ang,pol;150,30;156,17;185,80
187;187;2021;XLIX LICEUM OGÓLNOKSZTAŁCĄCE Z ODDZIAŁAMI DWUJĘZYCZNYMI IM. JOHANNA WOLFGANGA GOETHEGO;[O] ang-hiszp-wos (hisz*-ang);1bh;ogólnodostępny;32;;hisz,ang;ang,hiszp,wos;158,65;164,14;176,35
188;188;2021;XLIX LICEUM OGÓLNOKSZTAŁCĄCE Z ODDZIAŁAMI DWUJĘZYCZNYMI IM. JOHANNA WOLFGANGA GOETHEGO;[O] ang-niem-wos (niem*-ang);1bn;ogólnodostępny;32;;niem,ang;ang,niem,wos;158,10;163,60;177,55
189;189;2021;XLIX LICEUM OGÓLNOKSZTAŁCĄCE Z ODDZIAŁAMI DWUJĘZYCZNYMI IM. JOHANNA WOLFGANGA GOETHEGO;[O] inf-ang-mat (ang-niem*);1c;ogólnodostępny;32;;ang,niem;inf,ang,mat;161,00;166,46;183,55
190;190;2021;XLIX LICEUM OGÓLNOKSZTAŁCĄCE Z ODDZIAŁAMI DWUJĘZYCZNYMI IM. JOHANNA WOLFGANGA GOETHEGO;[D] geogr-ang-niem-wos (niem-ang);1e;dwujęzyczny;32;;niem,ang;geogr,ang,niem,wos;182,40;226,80;282,80
191;191;2021;XLIX LICEUM OGÓLNOKSZTAŁCĄCE Z ODDZIAŁAMI DWUJĘZYCZNYMI IM. JOHANNA WOLFGANGA GOETHEGO;[O] geogr-niem-mat (niem*-ang);1fn;ogólnodostępny;32;;niem,ang;geogr,niem,mat;147,30;155,16;165,85
192;192;2021;XLIX LICEUM OGÓLNOKSZTAŁCĄCE Z ODDZIAŁAMI DWUJĘZYCZNYMI IM. JOHANNA WOLFGANGA GOETHEGO;[O] geogr-hiszp-mat (hisz*-ang);1fh;ogólnodostępny;32;;hisz,ang;geogr,hiszp,mat;158,60;164,09;179,70
193;193;2021;XLIX LICEUM OGÓLNOKSZTAŁCĄCE Z ODDZIAŁAMI DWUJĘZYCZNYMI IM. JOHANNA WOLFGANGA GOETHEGO;[O] biol-chem-niem (niem*-ang);1d;ogólnodostępny;32;;niem,ang;biol,chem,niem;117,55;144,29;169,65
194;194;2021;LI Liceum Ogólnokształcące im. Tadeusza Kościuszki;[O] fiz-inf-mat (ang-niem*);1A;ogólnodostępny;32;;ang,niem;fiz,inf,mat;100,65;130,32;160,55
195;195;2021;LI Liceum Ogólnokształcące im. Tadeusza Kościuszki;[O] hist-pol-wos (ang-hisz*,ros);1D;ogólnodostępny;32;;ang,hisz,ros;hist,pol,wos;112,05;124,30;155,10
196;196;2021;LVI Liceum Ogólnokształcące im. Rotmistrza Witolda Pileckiego;[O] mat-ang (ang-hisz,niem,ros);1A;ogólnodostępny;32;;ang,hisz,niem,ros;mat,ang;120,50;139,08;163,20
197;197;2021;LVI Liceum Ogólnokształcące im. Rotmistrza Witolda Pileckiego;[O] biol-ang (ang-hisz,niem,ros);1B;ogólnodostępny;32;;ang,hisz,niem,ros;biol,ang;96,35;117,93;156,60
198;198;2021;LVI Liceum Ogólnokształcące im. Rotmistrza Witolda Pileckiego;[O] ang-mat (ang-hisz,niem,ros);1C;ogólnodostępny;32;;ang,hisz,niem,ros;ang,mat;97,45;120,07;167,20
199;199;2021;LVI Liceum Ogólnokształcące im. Rotmistrza Witolda Pileckiego;[O] ang-pol (ang-hisz,niem,ros);1D;ogólnodostępny;32;;ang,hisz,niem,ros;ang,pol;103,90;124,42;163,20
200;200;2021;LXIII Liceum Ogólnokształcące im. Lajosa Kossutha;[O] hist-ang-pol (ang-niem*);1an;ogólnodostępny;31;;ang,niem;hist,ang,pol;129,85;140,16;159,60
201;201;2021;LXIII Liceum Ogólnokształcące im. Lajosa Kossutha;[O] hist-ang-pol (ang-hisz*);1ah;ogólnodostępny;31;;ang,hisz;hist,ang,pol;143,75;151,10;155,75
202;202;2021;LXIII Liceum Ogólnokształcące im. Lajosa Kossutha;[O] biol-chem-ang (ang-niem*);1bn;ogólnodostępny;31;;ang,niem;biol,chem,ang;133,80;143,06;159,15
203;203;2021;LXIII Liceum Ogólnokształcące im. Lajosa Kossutha;[O] biol-chem-ang (ang-hisz*);1bh;ogólnodostępny;31;;ang,hisz;biol,chem,ang;145,95;154,60;174,90
204;204;2021;LXIII Liceum Ogólnokształcące im. Lajosa Kossutha;[O] geogr-ang-wos (ang-niem*);1cn;ogólnodostępny;31;;ang,niem;geogr,ang,wos;132,75;141,33;148,55
205;205;2021;LXIII Liceum Ogólnokształcące im. Lajosa Kossutha;[O] geogr-ang-wos (ang-hisz*);1ch;ogólnodostępny;31;;ang,hisz;geogr,ang,wos;147,25;154,67;166,00
206;206;2021;LXIII Liceum Ogólnokształcące im. Lajosa Kossutha;[O] ang-mat (ang-niem*);1dn;ogólnodostępny;31;;ang,niem;ang,mat;147,40;154,74;174,90
207;207;2021;LXIII Liceum Ogólnokształcące im. Lajosa Kossutha;[O] ang-mat (ang-hisz*);1dh;ogólnodostępny;31;;ang,hisz;ang,mat;150,00;157,16;171,75
208;208;2021;LXV Liceum Ogólnokształcące z Oddziałami Integracyjnymi im. gen. Józefa Bema;[I-o] ang-mat (ang-niem*);1a;integracyjny cz. ogólnodostępna;20;;ang,niem;ang,mat;142,85;152,02;165,95
209;209;2021;LXV Liceum Ogólnokształcące z Oddziałami Integracyjnymi im. gen. Józefa Bema;[I-o] biol-chem (ang-ros*);1b;integracyjny cz. ogólnodostępna;20;;ang,ros;biol,chem;134,95;146,88;162,80
210;210;2021;LXV Liceum Ogólnokształcące z Oddziałami Integracyjnymi im. gen. Józefa Bema;[O] h.szt.-pol (ang-wlo,fra);1c;ogólnodostępny;32;;ang,wlo,fra;h.szt.,pol;133,40;143,16;160,30
211;211;2021;LXV Liceum Ogólnokształcące z Oddziałami Integracyjnymi im. gen. Józefa Bema;[O] hist-pol-wos (ang-niem,ros);1d;ogólnodostępny;32;;ang,niem,ros;hist,pol,wos;128,55;141,71;161,00
212;212;2021;LXV Liceum Ogólnokształcące z Oddziałami Integracyjnymi im. gen. Józefa Bema;[I-o] geogr-ang (ang-wlo,hisz);1e;integracyjny cz. ogólnodostępna;20;;ang,wlo,hisz;geogr,ang;142,10;147,54;157,65
213;213;2021;LXVIII Liceum Ogólnokształcące im. Tytusa Chałubińskiego;[O] hist-ang-pol (ang-hisz*,niem*);1w;ogólnodostępny;30;;ang,hisz,niem;hist,ang,pol;118,20;126,18;153,80
214;214;2021;LXX Liceum Ogólnokształcące im. Aleksandra Kamińskiego;[O] pol-hist-wos (ang-wlo);1A1;ogólnodostępny;30;;ang,wlo;pol,hist,wos;156,65;159,90;164,40
215;215;2021;LXX Liceum Ogólnokształcące im. Aleksandra Kamińskiego;[O] pol-hist-wos (ang-fra);1A2;ogólnodostępny;30;;ang,fra;pol,hist,wos;156,60;160,63;175,15
216;216;2021;LXX Liceum Ogólnokształcące im. Aleksandra Kamińskiego;[O] fiz-ang-mat (ang-niem);1B1;ogólnodostępny;30;;ang,niem;fiz,ang,mat;163,70;167,75;173,10
217;217;2021;LXX Liceum Ogólnokształcące im. Aleksandra Kamińskiego;[O] fiz-ang-mat (ang-hisz);1B2;ogólnodostępny;30;;ang,hisz;fiz,ang,mat;165,05;167,41;171,05
218;218;2021;LXX Liceum Ogólnokształcące im. Aleksandra Kamińskiego;[O] mat-geogr-niem (ang-niem);1C1;ogólnodostępny;30;;ang,niem;mat,geogr,niem;156,40;160,71;170,95
219;219;2021;LXX Liceum Ogólnokształcące im. Aleksandra Kamińskiego;[O] mat-geogr-hiszp (ang-hisz);1C2;ogólnodostępny;30;;ang,hisz;mat,geogr,hiszp;162,30;168,11;182,15
220;220;2021;LXX Liceum Ogólnokształcące im. Aleksandra Kamińskiego;[O] mat-geogr-ang (ang-niem);1D1;ogólnodostępny;30;;ang,niem;mat,geogr,ang;166,70;169,66;173,15
221;221;2021;LXX Liceum Ogólnokształcące im. Aleksandra Kamińskiego;[O] geogr-ang-mat (ang-fra);1D2;ogólnodostępny;30;;ang,fra;geogr,ang,mat;164,05;168,04;177,00
222;222;2021;LXX Liceum Ogólnokształcące im. Aleksandra Kamińskiego;[O] biol-chem-mat (ang-niem);1E1;ogólnodostępny;30;;ang,niem;biol,chem,mat;159,10;164,50;173,70
223;223;2021;LXX Liceum Ogólnokształcące im. Aleksandra Kamińskiego;[O] biol-chem-mat (ang-niem);1E2;ogólnodostępny;30;;ang,niem;biol,chem,mat;153,85;159,26;169,05
224;224;2021;LXX Liceum Ogólnokształcące im. Aleksandra Kamińskiego;[O] biol-chem-mat (ang-niem);1E1;ogólnodostępny;30;;ang,niem;biol,chem,mat;159,10;164,50;173,70
225;225;2021;LXX Liceum Ogólnokształcące im. Aleksandra Kamińskiego;[O] biol-chem-mat (ang-niem);1E2;ogólnodostępny;30;;ang,niem;biol,chem,mat;153,85;159,26;169,05
226;226;2021;LXXII Liceum Ogólnokształcące im. gen. Jakuba Jasińskiego;[O] hist-ang-pol (ang-hisz*);1A-H;ogólnodostępny;32;;ang,hisz;hist,ang,pol;121,35;132,61;164,10
227;227;2021;LXXII Liceum Ogólnokształcące im. gen. Jakuba Jasińskiego;[O] hist-ang-pol (ang-niem*);1A-N;ogólnodostępny;32;;ang,niem;hist,ang,pol;102,00;114,65;155,60
228;228;2021;LXXII Liceum Ogólnokształcące im. gen. Jakuba Jasińskiego;[O] geogr-ang-wos (ang-hisz*);1b-h;ogólnodostępny;32;;ang,hisz;geogr,ang,wos;116,00;128,19;152,40
229;229;2021;LXXII Liceum Ogólnokształcące im. gen. Jakuba Jasińskiego;[O] geogr-ang-wos (ang-niem*);1b-n;ogólnodostępny;32;;ang,niem;geogr,ang,wos;107,00;118,43;144,85
230;230;2021;LXXII Liceum Ogólnokształcące im. gen. Jakuba Jasińskiego;[O] geogr-ang-mat (ang-ros*);1c-r;ogólnodostępny;32;;ang,ros;geogr,ang,mat;108,60;126,94;166,05
231;231;2021;LXXII Liceum Ogólnokształcące im. gen. Jakuba Jasińskiego;[O] biol-chem-ang (ang-ros*);1d-r;ogólnodostępny;32;;ang,ros;biol,chem,ang;100,40;119,70;149,65
232;232;2021;LXXII Liceum Ogólnokształcące im. gen. Jakuba Jasińskiego;[O] biol-chem-ang (ang-niem*);1d-n;ogólnodostępny;32;;ang,niem;biol,chem,ang;117,75;133,82;165,65
233;233;2021;LXXII Liceum Ogólnokształcące im. gen. Jakuba Jasińskiego;[O] geogr-ang-mat (ang-niem*);1c-n;ogólnodostępny;32;;ang,niem;geogr,ang,mat;122,35;129,99;146,70
234;234;2021;LXXVI Liceum Ogólnokształcące im. Marszałka Józefa Piłsudskiego;[O] geogr-ang-pol (ang-hisz*,niem*);1L;ogólnodostępny;32;;ang,hisz,niem;geogr,ang,pol;97,70;119,21;165,45
235;235;2021;LXXVI Liceum Ogólnokształcące im. Marszałka Józefa Piłsudskiego;[O] hist-ang-wos (ang-hisz*,niem*);1P;ogólnodostępny;32;;ang,hisz,niem;hist,ang,wos;118,40;135,09;166,25
236;236;2021;LXXVI Liceum Ogólnokształcące im. Marszałka Józefa Piłsudskiego;[O] ang-inf-wos (ang-hisz*,niem*);1B;ogólnodostępny;32;;ang,hisz,niem;ang,inf,wos;107,00;124,91;154,15
237;237;2021;"LXXXVI Liceum Ogólnokształcące im. Batalionu ""Zośka""";[O] pol-wos-ang (ang-hisz*,fra*);1A;ogólnodostępny;30;;ang,hisz,fra;pol,wos,ang;138,95;149,29;171,40
238;238;2021;"LXXXVI Liceum Ogólnokształcące im. Batalionu ""Zośka""";[O] fiz-ang-mat (ang-niem*,hisz*);1B;ogólnodostępny;30;;ang,niem,hisz;fiz,ang,mat;127,15;137,99;161,40
239;239;2021;"LXXXVI Liceum Ogólnokształcące im. Batalionu ""Zośka""";[O] biol-chem-ang (ang-ros*,hisz*);1D;ogólnodostępny;30;;ang,ros,hisz;biol,chem,ang;130,80;141,75;169,15
240;240;2021;CXIX Liceum Ogólnokształcące im. Jacka Kuronia;[O] hist-pol-wos (ang-fra);1aF;ogólnodostępny;30;;ang,fra;hist,pol,wos;141,90;149,44;168,85
241;241;2021;CXIX Liceum Ogólnokształcące im. Jacka Kuronia;[O] hist-pol-wos (ang-niem);1aN;ogólnodostępny;30;;ang,niem;hist,pol,wos;139,80;142,82;147,35
242;242;2021;CXIX Liceum Ogólnokształcące im. Jacka Kuronia;[O] ang-pol-wos (ang-fra);1bF;ogólnodostępny;30;;ang,fra;ang,pol,wos;152,10;157,18;165,30
